0	0	0	0	0	0	0	0	0	0
0	9.23109846521905824e-06	-1.62079221507392484e-05	0	0	9.05400639455530734e-06	-1.60994113155986558e-05	0	0	0.314159265359000017
0	4.92012233324176824e-05	-6.91349672188821542e-05	0	0	4.88496588054644523e-05	-6.89159860303387454e-05	0	0	0.628318530717999923
0	8.5807944789334685e-05	-0.000137161200587622044	0	0	8.52689769036573579e-05	-0.00013679951608210533	0	0	0.942477796076999996
0	9.97480644325711842e-05	-0.000167727856586286929	0	0	9.9034480004908177e-05	-0.000167193233332063736	0	0	1.25663706143599985
0	9.83552369790413871e-05	-0.000175680140593486938	0	0	9.75333750473925592e-05	-0.000175001446959618012	0	0	1.57079632679499981
0	9.56421184280140352e-05	-0.000165474560755852595	-0	-0	9.48135791978698566e-05	-0.000164747206859520371	-0	-0	1.88495559215399999
0	8.76943186974721983e-05	-0.000152403002170868964	-0	-0	8.69848170042705716e-05	-0.000151739098429379033	-0	-0	2.19911485751299951
0	7.91079322759132876e-05	-0.000142096786900854782	-0	-0	7.86183122715118426e-05	-0.000141580846947741523	-0	-0	2.51327412287199969
0	7.66073058704431977e-05	-0.000141412671044351102	-0	-0	7.63932694426477845e-05	-0.000141086175166936902	-0	-0	2.82743338823099943
0	7.82526430666450278e-05	-0.000148557460747225536	-0	-0	7.83452903189637168e-05	-0.000148436715313363555	-0	-0	3.14159265358999873
0	7.82098629865516683e-05	-0.000147729603563193275	0	0	7.86136048674605358e-05	-0.000147841824420246273	0	0	3.45575191894899802
0	7.48507284669402018e-05	-0.000142575536615481471	0	0	7.55333539801171603e-05	-0.000142914246148353932	0	0	3.76991118430799865
0	7.09690613198592831e-05	-0.000136894899275669048	0	0	7.18685968884371111e-05	-0.000137421510937218354	0	0	4.08407044966699928
0	6.75802673733086876e-05	-0.000132013956113683585	0	0	6.86153709419379796e-05	-0.000132673977707402975	0	0	4.3982297150260008
0	6.53776381766454342e-05	-0.000126692932781644323	0	0	6.64528325262547423e-05	-0.000127423334531164857	0	0	4.7123889803850032
0	6.33984716086066508e-05	-0.000121674865357034701	0	0	6.44144507307466683e-05	-0.000122405497749216455	0	0	5.02654824574400028
0	6.1317852554365615e-05	-0.00011813982522769327	0	0	6.21818445572077175e-05	-0.000118800936775867178	0	0	5.34070751110299913
